"8902.1 - Conversion differences currency","8902.1 - Omregningsdifferanser valuta",""
"8902.2 - Change in fair value of hedging instrument upon cash flow hedging","8902.2 - Endring i virkelig verdi av sikringsinstrumentet ved kontantstrømsikring",""
"8902.3 - Net profit and loss on financial assets measured at fair value","8902.3 - Netto gevinst og tap på finansielle eiendeler målt til virkelig verdi",""
"8902.4 - Net change in expenses upon hedging","8902.4 - Netto endring i kostnader ved sikring",""
"8909.2 - Tax related to items that may be reclassified","8909.2 - Skatt relatert til poster som kan bli reklassifisert",""
"1.05.0.10 - Overdue premiums","1.05.0.10 - Forfalte premier",""
"1.05.0.20 - Ceded reinsurance premiums (negative if expense)","1.05.0.20 - Avgitte gjenforsikringspremier (negativ hvis kostnad)",""
"1.05.0.50 - Earned gross premiums","1.05.0.50 - Opptjente bruttopremier",""
"1.05.0.60 - Reinsurance share of earned gross premium","1.05.0.60 - Gjenforikringsandel opptjent bruttopremie",""
"1.07.0.00 - Transfer of premium reserve, pension capital, pension fund, etc. from others","1.07.0.00 - Overføring av premiereserve, pensjonskapital, pensjonsbeholdning mv. fra andre",""
"1.11.0.00 - Interest income, etc.","1.11.0.00 - Renteinntekter mv.",""
"1.11.0.40.00 - Interest income, etc. – Financial derivatives","1.11.0.40.00 - Renteinntekter mv. - Finansielle derivater",""
"1.11.0.90.00 - Interest income, etc. – Other assets","1.11.0.90.00 - Renteinntekter mv. - Øvrige eiendeler",""
"1.11.0.91.00 - Interest income, etc. – Insurance-related income","1.11.0.91.00 - Renteinntekter mv. - Forsikringsrelaterte inntekter",""
"1.11.0.99.00 - Interest income, etc. – Other interest income","1.11.0.99.00 - Renteinntekter mv. - Andre renteinntekter",""
"1.11.1.16.00 - Interest income, etc. – Bank deposits","1.11.1.16.00 - Renteinntekter mv. - Bankinnskudd",""
"1.11.2.30.00 - Interest income, etc.  – Interest-bearing tradeable securities","1.11.2.30.00 - Renteinntekter mv. - Rentebærende omsettelige verdipapirer",""
"1.11.3.50.00 - Interest income, etc. – Loans","1.11.3.50.00 - Renteinntekter mv. - Utlån",""
"1.12.0.00.00 - Credit commission income","1.12.0.00.00 - Kredittprovisjonsinntekter",""
"1.20.0.10.00 - Provision and fee income – Intermediation of payments","1.20.0.10.00 - Provisjons- og gebyrinntekter - Betalingsformidling",""
"1.20.0.20.00 - Provision and fee income – Net guarantee commission income","1.20.0.20.00 - Provisjons- og gebyrinntekter - Netto garantiprovisjonsinntekter",""
"1.20.0.90.00 - Provision and fee income – Other commissions and charges/fees","1.20.0.90.00 - Provisjons- og gebyrinntekter - Andre provisjoner og gebyrer",""
"1.30.2.20 - Dividend, group contributions and other earnings-based yield","1.30.2.20 - Utbytte, konsernbidrag og annen resultatavhengig avkastning",""
"1.30.2.20.51 - Interest fund/Dividend, group contributions and other earnings-based yield – Interest fund","1.30.2.20.51 - Rentefond / Utbytte, konsernbidrag og resultatavhengig avkastning - Rentefond",""
"1.30.2.20.91 - Shares and units after the equity method, etc. / Dividend, group contributions and earnings-based yield – Shares and units after the equity method, etc.","1.30.2.20.91 - Aksjer og andeler etter EK metoden mv. / Utbytte, konsernbidrag og resultatavhengig avkastning - Aksjer og andeler etter EK metoden mv.",""
"1.30.2.20.99 - Other shares and units, etc. / Dividend, group contributions and earnings-based yield – Other shares and units, etc.","1.30.2.20.99 - Øvrige aksjer og andeler m.v  / Utbytte, konsernbidrag og resultatavhengig avkastning - Øvrige aksjer og andeler m.v",""
"1.60.0.40.00 - Net value changes, profit/loss on currency and financial instruments – Currency and financial derivatives (assets and debt)","1.60.0.40.00 - Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Valuta og finansielle derivater (eiendeler og gjeld)",""
"1.60.0.96.00 - Net value changes, profit/loss on currency and financial instruments – Other financial assets","1.60.0.96.00 - Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Øvrige finansielle eiendeler",""
"1.60.0.97.00 - Net value changes, profit/loss on currency and financial instruments – Financial liabilities, not including derivatives","1.60.0.97.00 - Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Finansielle forpliktelser, eksklusiv derivater",""
"1.60.2.20.00 - Net value changes, profit/loss on currency and financial instruments – Shares, units and equity certificates","1.60.2.20.00 - Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Aksjer, andeler og egenkapitalbevis",""
"1.60.2.30.00 - Net value changes, profit/loss on currency and financial instruments – Interest-bearing, tradeable securities","1.60.2.30.00 - Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Rentebærende, omsettelige verdipapirer",""
"1.60.3.50.00 - Net value changes, profit/loss on currency and financial instruments – Loans","1.60.3.50.00 - Netto verdiendringer, gevinst/tap på valuta og finansielle instrumenter - Utlån",""
"1.62.0.00 - Net value changes (negative if net negative value changes)","1.62.0.00 - Netto verdiendringer (negativ hvis netto negative verdiendringer)",""
"1.62.0.40.00 - Net value changes and write-downs – Currency and financial derivatives (assets and debt)","1.62.0.40.00 - Netto verdiendringer og nedskrivninger - Valuta og finansielle derivater (eiendeler og gjeld)",""
"1.62.0.99.00 - Net value changes and write-downs – Other financial assets/liabilities, not including derivatives","1.62.0.99.00 - Netto verdiendringer og nedskrivninger - Øvrige finansielle eiendeler/forpliktelser, eksl. Derivater",""
"1.62.2.20.00 - Net value changes and write-downs – Shares, units, equity certificates","1.62.2.20.00 - Netto verdiendringer og nedskrivninger - Aksjer, andeler, egenkapitalbevis",""
"1.62.2.30.00 - Net value changes and write-downs – Interest-bearing, tradeable securities","1.62.2.30.00 - Netto verdiendringer og nedskrivninger - Rentebærende, omsettelige verdipapirer",""
"1.62.3.50.00 - Net value changes and write-downs – Loans","1.62.3.50.00 - Netto verdiendringer og nedskrivninger - Utlån",""
"1.62.5.91.00 - Net value changes and write-downs – Buildings and other real property","1.62.5.91.00 - Netto verdiendringer og nedskrivninger - Bygninger og annen fast eiendom",""
"1.63.0.00 - Net realised profit or loss (negative if net realised loss)","1.63.0.00 - Netto realisert gevinst eller tap (negativ hvis netto realisert tap)",""
"1.63.0.40.00 - Net realised profit/loss – Currency and financial derivatives (assets and debt)","1.63.0.40.00 - Netto realisert gevinst/tap - Valuta og finansielle derivater (eiendeler og gjeld)",""
"1.63.0.99.00 - Net realised profit/loss – Other financial assets/liabilities, not including derivatives","1.63.0.99.00 - Netto realisert gevinst/tap - Øvrige finansielle eiendeler/forpliktelser eksklusiv derivater",""
"1.63.2.20.00 - Net realised profit/loss – Shares, units, equity certificates","1.63.2.20.00 - Netto realisert gevinst/tap - Aksjer, andeler, egenkapitalbevis",""
"1.63.2.30.00 - Net realised profit/loss – Interest-bearing, tradeable securities","1.63.2.30.00 - Netto realisert gevinst/tap - Rentebærende, omsettelige verdipapirer",""
"1.63.3.50.00 - Net realised profit/loss – Loans","1.63.3.50.00 - Netto realisert gevinst/tap - Utlån",""
"1.63.5.91.00 - Net realised profit/loss – Buildings and other real property","1.63.5.91.00 - Netto realisert gevinst/tap - Bygninger og annen fast eiendom",""
"2.73.0.00 - Operating revenue from owned property","2.73.0.00 - Driftsinntekter eide eiendommer",""
"2.73.0.00.00 - Other income – Operating revenue from owned property","2.73.0.00.00 - Andre inntekter - Driftsinntekter eide eiendommer",""
"2.78.0.40 - Commission, administrative fees and other income","2.78.0.40 - Provisjon, administrasjonsgebyrer og andre inntekter",""
"2.78.0.40.00 - Commission, administrative fees and other income (not technical)","2.78.0.40.00 - Provisjon, administrasjonsgebyrer og andre inntekter (ikke teknisk)",""
"2.78.0.60 - Commission from financial services","2.78.0.60 - Provisjoner fra finansielle tjenester",""
"2.78.0.60.00 - Commission from financial services (not technical)","2.78.0.60.00 - Provisjoner fra finansielle tjenester (ikke teknisk)",""
"2.78.0.80 - Management fees from group companies","2.78.0.80 - Forvaltningshonorarer fra konsernselskaper",""
"2.78.0.80.00 - Management fees from group companies (not technical)","2.78.0.80.00 - Forvaltningshonorarer fra konsernselskaper (ikke teknisk)",""
"2.79.0.00 - Other income","2.79.0.00 - Andre inntekter",""
"2.79.0.00.00 - Other income – Other income (not technical)","2.79.0.00.00 - Andre inntekter - Andre inntekter (ikke tekniske)",""
"2.79.0.10.00 - Other income – Negative goodwill accounted for in profit and loss","2.79.0.10.00 - Andre inntekter - Negativ goodwill innregnet i resultat",""
"2.79.0.90.00 - Other income – Other","2.79.0.90.00 - Andre inntekter - Øvrige",""
"4.05.0.10 - Paid compensation, gross","4.05.0.10 - Utbetalte erstatninger brutto",""
"4.05.0.20 - Reinsurance share","4.05.0.20 - Gjenforsikringsandel",""
"4.07.0.00 - Transfer of premium reserve, pension capital, pension fund, and additional provisions and buffer funds for other insurance undertakings/pension undertakings","4.07.0.00 - Overføring av premiereserve, pensjonskapital, pensjonsbeholdning og tilleggsavsetninger og bufferfond til andre forsikringsforetak/pensjonskasser",""
"4.08.0.00 - Recognised changes in insurance liabilities (negative prefix if income)","4.08.0.00 - Resultatførte endringer i forsikringsforpliktelser (negativt fortegn hvis inntekt)",""
"4.08.8.73 - Change in provisions for uncovered risk","4.08.8.73 - Endring i avsetning for ikke avløpt risiko",""
"4.09.0.00 - Funds allocated to insurance contracts","4.09.0.00 - Midler tilordnet forsikringskontraktene",""
"4.11.0.00 - Interest expenses","4.11.0.00 - Rentekostnader",""
"4.11.0.30.10 - Interest expenses – Bonds with preferential rights","4.11.0.30.10 - Rentekostnader - Obligasjoner med fortrinnsrett",""
"4.11.0.30.90 - Interest expenses – Other securities debts","4.11.0.30.90 - Rentekostnader - Annen verdipapirgjeld",""
"4.11.0.40 - Interest income, financial derivatives","4.11.0.40 - Rentekostnader finansielle derivater",""
"4.11.0.40.00 - Interest income – financial derivatives","4.11.0.40.00 - Rentekostnader - finansielle derivater",""
"4.11.0.90.00 - Interest expenses – Other loans","4.11.0.90.00 - Rentekostnader - Andre lån",""
"4.11.0.50.00 - Interest expenses – Other liabilities","4.11.0.50.00 - Rentekostnader - Andre forpliktelser",""
"4.11.0.91 - Liabilities related to investments/financial derivatives","4.11.0.91 - Forpliktelser knyttet til investeringer/finansielle derivater",""
"4.11.0.99 - Interest expenses other interest expenses","4.11.0.99 - Rentekostnader andre rentekostnader",""
"4.11.6.10.00 - Interest expenses – Deposits","4.11.6.10.00 - Rentekostnader - Innskudd",""
"4.11.8.00 - Interest expenses, subordinated loan capital","4.11.8.00 - Rentekostnader ansvarlig lånekapital",""
"4.13.0.00.00 - Contribution to the Guarantee Fund","4.13.0.00.00 - Avgift til sikringsfondet",""
"4.20.0.10.00 - Commission and fee expenses, brokerage – Intermediation of payments","4.20.0.10.00 - Provisjons- og gebyrkostnad, kurtasje - Betalingsformidling",""
"4.20.0.20.00 - Commission and fee expenses, brokerage – Net guarantee commission expenses","4.20.0.20.00 - Provisjons- og gebyrkostnad, kurtasje - Netto garantiprovisjonskostnader",""
"4.20.0.90.00 - Commission and fee expenses, brokerage – Other commissions and charges/fees","4.20.0.90.00 - Provisjons- og gebyrkostnad, kurtasje - Andre provisjoner og gebyrer",""
"5.00.0.00 - Insurance-related operating expenses","5.00.0.00 - Forsikringsrelaterte driftskostnader",""
"9.00.0.00 - Other expenses","9.00.0.00 - Andre kostnader",""
"5.51.0.10 - Salary and payments in kind to employees, director’s fees","5.51.0.10 - Lønn og naturalytelser ansatte, styrehonorarer",""
"5.51.0.11.00 - Salary and personnel expenses – Salary and payments in kind to employees, not including personnel insurance","5.51.0.11.00 - Lønns- og personalkostnader - Lønn og naturalytelse til ansatte, unntatt personalforsikringer",""
"5.51.0.19.00 - Salary and personnel expenses – Director's fees, remuneration for holding office and other fees subject to employer’s national insurance contribution","5.51.0.19.00 - Lønns- og personalkostnader - Styrehonorar, godtgjørelse for verv og andre avgiftspliktige honorarer",""
"5.51.0.20 - Other fees classified as salary","5.51.0.20 - Andre honorarer klassifisert som lønn",""
"5.51.0.20.00 - Salary and personnel expenses – Other fees that are classified as salary","5.51.0.20.00 - Lønns- og personalkostnader - Andre honorarer som klassifiseres som lønn",""
"5.51.0.30.00 - Salary and personnel expenses – Pension expenses","5.51.0.30.00 - Lønns- og personalkostnader - Pensjonskostnader",""
"5.51.0.40.00 - Salary and personnel expenses – Personnel insurance","5.51.0.40.00 - Lønns- og personalkostnader - Personalforsikringer",""
"5.51.0.50 - Employer’s national insurance contributions and financial activity tax","5.51.0.50 - Arbeidsgiveravgift og finansskatt",""
"5.51.0.50.00 - Salary and personnel expenses – Employer’s national insurance contributions and financial activity tax","5.51.0.50.00 - Lønns- og personalkostnader - Arbeidsgiveravgift og finansskatt",""
"5.51.0.90.00 - Salary and personnel expenses – Other personnel expenses","5.51.0.90.00 - Lønns- og personalkostnader - Andre personalkostnader",""
"5.51.0.99 - Other personnel expenses","5.51.0.99 - Andre personalkostnader",""
"5.71.0.00 - Expenses for electricity and insurance","5.71.0.00 - Kostnader til strøm og forsikring",""
"5.71.0.10.00 - Expenses for electricity, including the network charge","5.71.0.10.00 - Kostnader til strøm, inkl. nettleie",""
"5.71.0.20.00 - Expenses for insurance","5.71.0.20.00 - Kostnader til forsikring",""
"5.73.0.00 - Operating expenses, owned property","5.73.0.00 - Driftskostnader eide eiendommer",""
"5.73.0.10.00 - Operating expenses, owned property – Repair and maintenance","5.73.0.10.00 - Driftskostnader eide eiendommer - Reparasjon og vedlikehold",""
"5.73.0.90.00 - Operating expenses, owned property – Other, not including electricity and insurance","5.73.0.90.00 - Driftskostnader eide eiendommer - Andre, ekskl. strøm og forsikring",""
"5.78.0.00 - Commission, fees and other expences for external services","5.78.0.00 - Provisjoner, honorarer og andre kostnader til eksterne tjenester",""
"5.78.0.10.00 - Other expenses for external services – Audit and accounting","5.78.0.10.00 - Andre kostnader til eksterne tjenester - Revisjon og regnskap",""
"5.78.0.20.00 - Other expenses for external services – Legal assistance","5.78.0.20.00 - Andre kostnader til eksterne tjenester - Juridisk bistand",""
"5.78.0.30.00 - Other expenses for external services – ICT","5.78.0.30.00 - Andre kostnader til eksterne tjenester - IKT",""
"5.78.0.40 - Commission to agents, etc.","5.78.0.40 - Provisjoner til agenter mv.",""
"5.78.0.40.00 - Other expenses for external services – Sales, advertising and representation","5.78.0.40.00 - Andre kostnader til eksterne tjenester - Salg, reklame og representasjon",""
"5.78.0.51 - Issued commission for issued reinsurance","5.78.0.51 - Avgitt provisjon for avgitt gjenforsikring",""
"5.78.0.52 - Received commission for issued reinsurance","5.78.0.52 - Mottatt provisjon for avgitt gjenforsikring",""
"5.78.0.71.00 - Other expenses for external services – Premises rental","5.78.0.71.00 - Andre kostnader til eksterne tjenester - Leie av lokaler",""
"5.78.0.73.00 - Other expenses for external services – Lease of machinery, fixtures and means of transportation","5.78.0.73.00 - Andre kostnader til eksterne tjenester - Leie av maskiner, inventar og transportmidler",""
"5.78.0.80.00 - Other expenses for external services – Management fee to group companies","5.78.0.80.00 - Andre kostnader til eksterne tjenester - Forvaltningshonorarer til konsernselskaper",""
"5.78.0.90.10 - Fees to staffing companies, not considered salary","5.78.0.90.10 - Honorarer til bemaningsselskaper, ikke betraktet som lønn",""
"5.78.0.90.90 - Other expenses for external services – Other","5.78.0.90.90 - Andre kostnader til eksterne tjenester - Andre",""
"5.79.0.00 - Other operating expenses and other","5.79.0.00 - Andre kostnader til drift og øvrig",""
"5.79.0.10.00 - Other operating expenses – Licenses, IT software and other IT hardware","5.79.0.10.00 - Andre driftskostnader - Lisenser, programmer og annet IKT-utstyr",""
"5.79.0.90.00 - Other operating expenses – Other","5.79.0.90.00 - Andre driftskostnader - Øvrige",""
"6.61.0.10.00 - Depreciation on non-financial assets","6.61.0.10.00 - Avskrivning på ikke-finansielle eiendeler",""
"6.61.0.20.00 - Write-down on non-financial assets","6.61.0.20.00 - Nedskrivning på ikke-finansielle eiendeler",""
"6.61.0.40.00 - Net changes in value on non-financial assets","6.61.0.40.00 - Netto verdiendringer på ikke-finansielle eiendeler",""
"6.61.0.60.00 - Profit/loss on non-financial assets","6.61.0.60.00 - Gevinst/tap på ikke-finansielle eiendeler",""
"6.62.5.00 - Depreciation and write-downs and changes in value on non-financial assets","6.62.5.00 - Av- og nedskrivning og verdiendring på ikke finansielle eiendeler",""
"6.63.5.00 - Realised profit/loss, non-financial assets","6.63.5.00 - Realisert gevinst/tap ikke finansielle eiendeler",""
"6.66.2.30.00 - Credit loss on interest-bearing tradeable securities","6.66.2.30.00 - Kredittap på rentebærende omsettelige verdipapirer",""
"6.66.3.50.11 - Confirmed losses on loans recognised at fair value","6.66.3.50.11 - Konstaterte tap på utlån balanseført til virkelig verdi",""
"6.66.3.50.19 - Other credit losses on loans recognised at fair value","6.66.3.50.19 - Øvrige kredittap på utlån balanseført til virkelig verdi",""
"6.66.3.50.21 - Confirmed losses on loans recognised at amortized cost","6.66.3.50.21 - Konstaterte tap på utlån balanseført til amortisert kost",""
"6.66.3.50.29 - Other credit losses on loans recognised at amortized cost","6.66.3.50.29 - Øvrige kredittap på utlån balanseført til amortiert kost",""
"6.68.7.86.00 - Credit losses on unutilized credit lines","6.68.7.86.00 - Kredittap på utbenyttet låneramme",""
"6.68.7.87.00 - Credit losses on guarantees","6.68.7.87.00 - Kredittap på garantier",""
"8.91.0.10.00 - Other income and expenses that will not be reclassified – From equity instruments","8.91.0.10.00 - Andre inntekter og kostnader som ikke blir omklassifisert - Fra egenkapitalinstrumenter",""
"8.91.0.30 - Changes in estimates relating to defined-benefit pension schemes","8.91.0.30 - Estimatendring knyttet til ytelsesbaserte pensjonsordninger",""
"8.91.0.30.00 - Other income and expenses that will not be reclassified – Changes in estimates relating to defined-benefit pension schemes","8.91.0.30.00 - Andre inntekter og kostnader som ikke blir omklassifisert - Estimatendring knyttet til ytelsesbaserte pensjonsordninger",""
"8.91.0.60 - From other financial assets and liabilities","8.91.0.60 - Fra andre finansielle eiendeler og forpliktelser",""
"8.91.0.60.00 - Other income and expenses that will not be reclassified – From other financial assets and liabilities","8.91.0.60.00 - Andre inntekter og kostnader som ikke blir omklassifisert - Fra andre finansielle eiendeler og forpliktelser",""
"8.91.0.70.00 - Other income and expenses that will not be reclassified – From non-financial assets","8.91.0.70.00 - Andre inntekter og kostnader som ikke blir omklassifisert - Fra ikke-finansielle eiendeler",""
"8.91.0.71 - Value regulation on property, plant and equipment","8.91.0.71 - Verdireguleringer på eiendom, anlegg og utstyr",""
"8.91.0.72 - From other non-financial assets","8.91.0.72 - Fra andre ikke-finansielle eiendeler",""
"8.91.0.80 - Adjustments in insurance liabilities – only life insurance","8.91.0.80 - Justering av forsikringsforpliktelser - kun livsforsikring",""
"8.92.0.20 - From investments in interest-bearing securities classified to a fair value over OCI – only non-life insurance that follows IFRS 9","8.92.0.20 - Fra investeringer i rentebærende verdipapirer klassifisert til virkelig verdi over OCI - kun skadeforsikring som følger IFRS 9",""
"8.92.0.20.00 - Other income and expenses that may be reclassified – From interest-bearing securities","8.92.0.20.00 - Andre inntekter og kostnader som kan bli omklassifisert - Fra rentebærende verdipapirer",""
"8.92.0.21 - Profit and loss on financial assets that are for sale","8.92.0.21 - Gevinster og tap på finansielle eiendeler tilgjengelig for salg",""
"8.92.0.40 - Effective share of net profit on hedging instruments in cash flow hedge","8.92.0.40 - Effektiv andel av nettogevinster på sikringsinstrumenter i kontantstrømsikring",""
"8.92.0.40.00 - Other income and expenses that may be reclassified – Effective share of net profit on hedging instruments in cash flow hedge","8.92.0.40.00 - Andre inntekter og kostnader som kan bli omklassifisert - Effektiv andel av nettogevinster på sikringsinstrumenter i kontantstrømsikring",""
"8.92.0.50.00 - Other income and expenses that may be reclassified – Net currency profits on foreign currency translation","8.92.0.50.00 - Andre inntekter og kostnader som kan bli omklassifisert - Netto valutakursgevinster ved omregning av utenlandsk virksomhet",""
"8.92.0.60 - From other financial assets and liabilities","8.92.0.60 - Fra andre finansielle eiendeler og forpliktelser",""
"8.92.0.60.00 - Other income and expenses that may be reclassified – From other financial assets and liabilities","8.92.0.60.00 - Andre inntekter og kostnader som kan bli omklassifisert - Fra andre finansielle eiendeler og forpliktelser",""
"8.92.0.70 - From non-financial assets","8.92.0.70 - Fra ikke-finansielle eiendeler",""
"8.92.0.70.00 - Other income and expenses that may be reclassified – From non-financial assets","8.92.0.70.00 - Andre inntekter og kostnader som kan bli omklassifisert - Fra ikke-finansielle eiendeler",""
"8.92.0.80 - Adjustments in insurance liabilities – only life insurance","8.92.0.80 - Justering av forsikringsforpliktelser - kun livsforsikring",""
"9.01.0.00.00 - Impact of changes in accounting policies and correction of errors in opening  balance (may be negative)","9.01.0.00.00 - Virkning av endring i regnskapsprinsipper og korrigering av feil i inngående balanse (kan være negativ)",""
"9.03.0.10.00 - Total profit/loss year to date (negative if deficit)","9.03.0.10.00 - Resultat hittil i år (negativt hvis underskudd)",""
"9.03.0.90.00 - Net income over extended profit/loss (OCI) (negative if net cost)","9.03.0.90.00 - Netto inntekt over utvidet resultat (OCI) (negativ hvis netto kostnad)",""
"9.05.9.21.00 - Issues, repurchase, capital reduction and other changes – Share capital/owner capital","9.05.9.21.00 - Emisjoner, tilbakekjøp, kapitalnedsettelser og andre endringer - Aksje-/eierandelskapital",""
"9.05.9.25.00 - Issues, repurchase, capital reduction and other changes – Hybrid capital","9.05.9.25.00 - Emisjoner, tilbakekjøp, kapitalnedsettelser og andre endringer - Fondsobligasjonskapital",""
"9.08.0.10.00 - Other equity transactions – Distributions of gifts","9.08.0.10.00 - Andre egenkapitaltransaksjoner - Gaveutdeling",""
"9.08.0.40.00 - Other equity transactions – Interest on hybrid capital","9.08.0.40.00 - Andre egenkapitaltransaksjoner - Renter på fondsobligasjonskapital",""
"9.08.0.50.00 - Other equity transactions – Dividend/interest on owner capital","9.08.0.50.00 - Andre egenkapitaltransaksjoner - Utbytte/renter på eierandelskapital",""
"9.08.0.60.10 - Other equity transactions – Ceded group contribution","9.08.0.60.10 - Andre egenkapitaltransaksjoner - Avgitt konsernbidrag",""
"9.08.0.60.20 - Other equity transactions – Received group contribution","9.08.0.60.20 - Andre egenkapitaltransaksjoner - Mottatt konsernbidrag",""
"9.08.0.70.00 - Other equity transactions – Customer dividends","9.08.0.70.00 - Andre egenkapitaltransaksjoner - Kundeutbytte",""
"9.08.0.90.00 - Other equity transactions – Other","9.08.0.90.00 - Andre egenkapitaltransaksjoner - Andre",""
"1.11.00 - Cash","1.11.00 - Kontanter",""
"1.16.00 - Bank deposits","1.16.00 - Bankinnskudd",""
"2.20.40 - Hybrid capital classified as equity capital","2.20.40 - Fondsobligasjoner klassifisert som egenkapital",""
"2.20.51 - Units in interest funds","2.20.51 - Andeler i rentefond",""
"2.20.56 - Units in shares and combination funds","2.20.56 - Andeler i aksje og kombinasjonsfond",""
"2.20.80 - Shares and units in property companies","2.20.80 - Aksjer og andeler i eiendomsselskaper",""
"2.20.90 - Equity certificates and other shares and units","2.20.90 - Egenkapitalbevis og øvrige aksjer og andeler",""
"2.30.00 - Interest-bearing, tradeable securities, etc. not including units in interest funds","2.30.00 - Rentebærende, omsettelige verdipapirer mv. ekskl. andeler i rentefond",""
"2.30.10 - Bonds with preferential rights","2.30.10 - Obligasjoner med fortrinnsrett",""
"2.30.40 - Hybrid capital classified as subordinated loan capital","2.30.40 - Fondsobligasjoner klassifisert som ansvarlig lånekapital",""
"2.30.91 - Other securities with maturity up to and including 12 months","2.30.91 - Andre verdipapirer med løpetid tom 12 mnd",""
"2.30.92 - Other securities with maturity over 12 months","2.30.92 - Andre verdipapirer med løpetid over 12 mnd",""
"2.40.00 - Financial derivatives (can be negative)","2.40.00 - Finansielle derivater (kan være negativ)",""
"3.51.11 - Loans, gross recognised value – Factoring","3.51.11 - Utlån, brutto balanseført verdi - Factoring",""
"3.51.15 - Loans, gross recognised value – Credit cards","3.51.15 - Utlån, brutto balanseført verdi - Kredittkort",""
"3.51.19 - Loans, gross recognised value – Other flexible loans/flexible credits","3.51.19 - Utlån, brutto balanseført verdi - Andre rammelån/rammekreditter",""
"3.51.30 - Loans, gross recognised value – Leasing","3.51.30 - Utlån, brutto balanseført verdi - Leasing",""
"3.51.50 - Loans, gross recognised value – Amortizing loan","3.51.50 - Utlån, brutto balanseført verdi - Nedbetalingslån",""
"3.51.80 - Loans – Securities loan/repo loan / Loans, gross recognised value – Repo agreement (repurchase agreement)","3.51.80 - Utlån - Verdipapir-/repolån / Utlån, brutto balanseført verdi - Repoavtale (gjensalgsavtale)",""
"3.51.90 - Loans – Other loans","3.51.90 - Utlån - Andre utlån",""
"3.56.00 - Loans – Loss write-downs (can be negative)","3.56.00 - Utlån - Tapsnedskrivninger (kan være negativ)",""
"3.56.10 - Loss write-downs on loans, 12 months expected credit loss on “fresh” loans (step 1)","3.56.10 - Tapsnedskrivning på utlån, 12 mnd. forventet kredittap på ""friske"" utlån (steg 1)",""
"3.56.30 - Write-down as a result of a significant increase in credit risk, without a loss event (step 2)","3.56.30 - Nedskrivning som følge av vesentlig økning i kredittrisiko, der det ikke foreligger en tapshendelse (steg 2)",""
"3.56.50 - Write-down as a result of a significant increase in credit risk, with a loss event (step 3)","3.56.50 - Nedskrivning som følge av vesentlig økning i kredittrisiko, der det foreligger en tapshendelse (steg 3)",""
"3.60.00 - Reinsurance share of gross insurance liabilities in life insurance","3.60.00 - Gjenforsikringsandel av brutto forsikringsforpliktelser i livsforsikring",""
"3.70.00 - Reinsurance share of gross insurance liabilities in non-life insurance","3.70.00 - Gjenforsikringsandel av brutto forsikringsforpliktelser i skadeforsikring",""
"4.82.50 - Other receivables – Unsettled securities trading","4.82.50 - Andre fordringer - Uoppgjorte verdipapirhandler",""
"4.82.90 - Other receivables – Other current receivables","4.82.90 - Andre fordringer - Andre kortsiktige fordringer",""
"4.89.10 - Other assets – Reinsurance reserves","4.89.10 - Andre eiendeler - Gjenforsikringsdepoter",""
"4.89.20 - Other assets – Assets relating to tax","4.89.20 - Andre eiendeler - Eiendeler ved skatt",""
"4.89.70 - Net pension funds","4.89.70 - Netto pensjonsmidler",""
"4.89.90 - Other assets – Other assets","4.89.90 - Andre eiendeler - Øvrige eiendeler",""
"5.91.10 - Buildings and other real property, not including shares in property companies – Investment property","5.91.10 - Bygninger og annen fast eiendom eksl. Aksjer i eiendomsselskaper - Investeringseiendom",""
"5.91.30 - Buildings and other real property, not including shares in property companies – properties used by owners","5.91.30 - Bygninger og annen fast eiendom eksl. Aksjer i eiendomsselskaper - eierbenyttet eiendom",""
"5.91.50 - Acquired properties","5.91.50 - Overtatte eiendommer",""
"5.94.00 - Machines, equipment and vehicles","5.94.00 - Maskiner, inventar og transportmidler",""
"5.96.00 - Right to lease","5.96.00 - Leierettigheter",""
"5.97.10 - Intangible assets – Goodwill","5.97.10 - Immaterielle eiendeler - Goodwill",""
"5.97.90 - Intangible assets – Other intangible assets","5.97.90 - Immaterielle eiendeler - Andre immaterielle eiendeler",""
"6.16.10 - Deposits – Current accounts","6.16.10 - Innskudd - Brukskonti",""
"6.16.20 - Deposits – Savings accounts, etc. without lock-in period","6.16.20 - Innskudd - Sparekonti mv. uten binding",""
"6.17.10 - Deposits with a period of notice up to and including 3 months after a lock-in period up to and including 2 years","6.17.10 - Innskudd med oppsigelsesfrist tom. 3 måneder etter bindingstid tom. 2 år",""
"6.17.90 - Deposits with a period of notice over 3 months after a lock-in period of over 2 years","6.17.90 - Innskudd med oppsigelsesfrist over 3 måneder etter bindingstid over 2 år",""
"6.18.10 - Tax deduction accounts","6.18.10 - Skattetrekkskonti",""
"6.18.30 - Home savings accounts for young people (BSU account with tax deduction)","6.18.30 - Boligspareordning for ungdom (BSU-konti med skattefradrag)",""
"6.18.40 - Accounts linked to pension savings schemes","6.18.40 - Konti knyttet til pensjonsavtale/-sparing",""
"6.18.90 - Other deposits linked to purposes with no period of notice or lock-in period","6.18.90 - Andre innskudd bundet til formål uten oppsigelsesfrist eller bindingstid",""
